id,name,category,hasImg,title,artist
0,7DC0pE943VR5tAKIvQXHts,0,1,Figure 8,Elliott Smith
1,2L0WppY6HRio0NeNTn4II5,0,1,The Greatest,Ian Brown
2,3o0yqWz9EsyBSmMFiq6lwl,0,1,Turn On The Bright Lights,Interpol
3,1JwNkP21fzAFqLLQmVswi6,0,1,Spider Bags,Spider Bags
4,417GbmvKMFT0pUrJIKFPth,0,1,I Told You I Was Freaky,Flight of the Conchords
5,2lzS0Mb1A7ndVfiY5TgTmV,0,1,Runners In The Nerved World,The Sidekicks
6,0t0Cr8jA63wlm8nWj7qfvJ,0,1,Speak for Yourself,Imogen Heap
7,7MSKLgs6zBCV2Uhp3MZmVV,0,1,James Blake,James Blake
8,2F87Q7vtospAvXEupDXlr8,0,1,Beachcomber's Windowsill,Stornoway
9,3I3uK5mo0uvj4TnSCxS2zk,0,1,Historicity,Vijay Iyer Trio
10,3zmol8BOlAXIhiZQNMFVXH,0,1,Males,The Intelligence
11,2XQ8fFk9sVraxiaxs14IRG,0,1,Forever Becoming,Pelican
12,3Jo6AKd469tCcVBb6g5Hs6,0,1,Heat Lightning Rumbles In The Distance,Patterson Hood
13,6MbNZO1SlldY6ZoqxAoHmB,0,1,Complete Surrender,Slow Club
14,3FfW96Pt3UxQlchDVhkaFi,0,1,A Sufi And A Killer,Gonjasufi
15,0lhL6QP2VzLgNI4GjQAK1I,0,1,Birthmarks,Born Ruffians
16,68aZtDbgNargCMYgNvw5JG,0,1,Neō Wax Bloom,Iglooghost
17,1PPXfny6bTg4AwboeIBT5h,0,1,Love Remains,How To Dress Well
18,4CzNl4NEKjGi0aGdVOShfo,0,1,London Sessions,LCD Soundsystem
19,3Y0PlatQDMqHJh5aVCe7Q4,0,1,"Träd, Gräs och Stenar",Träd Gräs Och Stenar
20,6JNPHPomTtS1DaDCr9Gr72,0,1,North,Elvis Costello
21,01aoYWjhjshlHf5vJNYb03,0,1,Train,Train
22,0xslWXhRXD9yYL8ZV5n41r,0,1,Dark Bird Is Home,The Tallest Man On Earth
23,2uclNJi4AKOW03S27F3lGQ,0,1,Walk The River,Guillemots
24,6jxOUKzAjQKdxnLQ3aBRiJ,0,1,Inside of Emptiness,John Frusciante
25,6pEJdSFTJQIqE5k7dLn3PW,0,1,Growing Seeds,Lust For Youth
26,0antgp6pTvJPH6KvG5eEJg,0,1,Black Noise,Pantha Du Prince
27,4eKHTftlZevdUpXW7SFqJb,0,1,In a nutshell,Pelle Carlberg
28,0LhtsJClfRQuDKD59iHrW4,0,1,Memoirs At The End Of The World,The Postmarks
29,5evArWgt3lYByavFqzbo5x,0,1,Moonlight (Original Motion Picture Soundtrack),Nicholas Britell
30,6BLHRdZzsyz2IZVW6kYWJ7,0,1,Hour of the Dawn,La Sera
31,4TAEAcuqfrU87gVTO6LoCP,0,1,Unfun,Jawbreaker
32,3dARFB98TMzKLHwZOgKZhE,0,1,Helioscope,Vessels
33,6dnAvpFf6ogiFmB7vw7aqt,0,1,I Want to Grow Up,Colleen Green
34,1a1vDIw0P3udDDN6t140zv,0,1,"Work (Work, Work)",HTRK
35,3rF2fqE91FtfTsbWuNNUMV,0,1,You May Already Be Dreaming,Neva Dinova
36,44eTydeE3XyPe0gsTpAeF7,0,1,Around the Well,Iron & Wine
37,3KRz7bMVFxTEhsXsYQgJit,0,1,Key,"Son, Ambulance"
38,3xmoreNKcN0AL1GUt2X8Qq,0,1,Big Men Cry,Banco De Gaia
39,4xyBPWE2F4qRIUPeZAZUYm,0,1,A Pre-existing Condition,David Dondero
40,6aSk2vxoY3xtz7cXKuY9EL,0,1,LCD Soundsystem,LCD Soundsystem
41,6qz1hWYLCvUoDCdur4UzDF,0,1,Cease To Begin,Band of Horses
42,1Ck3jqUZRRGKxO7F84EEPE,0,1,Magic neighbor,Lisa Germano
43,5tc42hA9AU5HXR7FRR03UJ,0,1,Presidence,Excepter
44,6MaUJWhC6jQJL84AH1MNWy,0,1,The Dirty South,Drive-By Truckers
45,6S70xaX2K8PusN8DlBwnsQ,0,1,Need New Body,need new body
46,4IH4X1p5E6WjigQdS1Z5B6,0,1,The Spits,The Spits
47,6gcXFY9NMXkvtgoifms7eh,0,1,(A)SPERA,Mirah
48,2fxOZi4VkImgPWuf6my6nR,0,1,Sorry I Make You Lush,Wagon Christ
49,32Ma3r8xwPQuhkLpMcAcAe,0,1,Modern Jester,Aaron Dilloway
50,4dIPUQHheyH9e6ioplvNT2,0,1,Bottomless Pit,Death Grips
51,5BSpcM1K4e2B6GKtkskpz7,0,1,11,Supersilent
52,6vW9ZDllNv87WHXS3XTjlM,0,1,Permission To Land,The Darkness
53,0l3wIcZYNExllLI8M67qg4,0,1,The Martyrdom of a Catastrophist,Junius
54,58BW1m66Obo0WxA6j8GiX3,0,1,The Unsustainable Lifestyle,Beauty Pill
55,0T3cIsmQPXydLSUMc7fLTk,0,1,Hawaiki Tapes,M. Geddes Gengras
56,6TqFe1KFG3NdofscJrSPc4,0,1,Wolfmother,Wolfmother
57,4Sv6KnQThDWkSeMiaQbT8o,0,1,Zoot Woman,Zoot Woman
58,5cm51rdS0RSbMAmI8TbQu9,0,1,Lost Themes,John Carpenter
59,4v0UK3Fy1abXaN5wakYJgC,0,1,Resuscitation,ADULT.
60,0gGjpcrkBZ1uZyPWGen7Tl,0,1,Laughter Fills Our Hollow Dome,The Impossible Shapes
61,1ER9ZR5F6H1zBGuv1xaneO,0,1,Aleamapper,Richard Devine
62,24BgDWfuAya11qY1QPoHAB,0,1,The Meat Of Life,Clem Snide
63,3u38Zm1pGlCrGZSsUk2396,0,1,Emma Jean,Lee Fields & The Expressions
64,50PiyXuW7K6790t7ARhRc6,0,1,Still,Richard Thompson
65,2a2hTGT4CkbSRqCKJcKbUB,0,1,Reflector,Antelope
66,5KwLUheXDoIln757yevEhi,0,1,Go With Me,Seapony
67,4I8UuPiJkoOA3n3g8Vvpci,0,1,Welcome To The North,The Music
68,6gsbyHO9VVGEVVQMsjw5aI,0,1,Jupiter,Cave In
69,2s037WsNDbSTIEb7OJjT0a,0,1,Schmilco,Wilco
70,7rBLvpL7ZWi1YCSXSLUZKF,0,1,W H O K I L L,Tune-Yards
71,2NVIfaNzS6jUyTf22U8tvl,0,1,John Renbourn,John Renbourn
72,2HEwfUTdjHy2UW6ehPBakR,0,1,Four (Acts of Love),Mick Harvey
73,4BUFgSDGp6ayYKHti1Y5b7,0,1,See Mi Yah Remixes,Rhythm & Sound
74,5IFTo5z6OTkU8psNFdfiVa,0,1,Flourish // Perish,Braids
75,71LYX4nA6Jgx1IZkeWVVMm,0,1,Simple Love,David Dondero
76,0OnkVSN3OQPaRJM3jsj7Kd,0,1,Lex Hives,The Hives
77,1wfLTrzpJ0bQvQrP6TPJsF,0,1,Sands,Lanterna
78,0F8YjZbCVLNynjdbz9cAOa,0,1,"Grown up, Fucked Up",Reatards
79,5x5K15h8eBZb07sdZEfFcN,0,1,Too,FIDLAR
80,1dyjTmcII2Xl6Sh5xDMcnr,0,1,The Music,The Music
81,5xIWZk5MRMaOR09AoXwrIk,0,1,Square,Buck 65
82,6KngKiv604KqRI8RGUYrV5,0,1,Heartbreaking Bravery,Moonface
83,415bhRxSerKSYaUS8H7XIf,0,1,7,Supersilent
84,3YwzwIOCsk1kYCqj2QCBq8,0,1,Begin Civil Twilight,Auburn Lull
85,5y2DwXbd4yV02n4Ls8ceIK,0,1,From Filthy Tongue of Gods and Griots,Dälek
86,5ZyaE4zY5eTfLpOoLw2g8C,0,1,Taste the Sin,Black Tusk
87,6bRHYkbLTuLsrYLl7UsQEo,0,1,Living Daylight,Michael Rault
88,36VJqCEgUg3nj0Eyxtc1av,0,1,High Violet,The National
89,6BC6XCC3SD6dVCRM6dUoeC,0,1,Bottom Of Barrels,Tilly And The Wall
90,6tg1dxmyylhE7oFXcnK0P6,0,1,Fresh Fruit For Rotting Vegetables,Dead Kennedys
91,4fYwlMk0FugI6EB3vZFyQR,0,1,Muscle Up,Patrick Cowley
92,0k822CiSAfdX3cautIWhjk,0,1,The Lost Takoma Sessions,Mark Fosson
93,0AMbk6F6ZJ57OqlpB214gV,0,1,Ten New Songs,Leonard Cohen
94,3Pl9AD3VYFcLv3P3hFRRPY,0,1,Warm Bodies,Warm Bodies
95,2HEh23ogCT3wiYfag2iMxD,0,1,Moderat,Moderat
96,590DxrRWfspIwWJVpHPCs2,0,1,Shame,Petal
97,6qAbnezgyh6RwbLOfc15Uq,0,1,Raw and Rare,The Von Bondies
98,5uNZk2T2PmS3y25yV00axn,0,1,The Further Adventures of Lord Quas,Quasimoto
99,4LhSvw2Gk1ikqx5nYuH4NV,0,1,Crazy Clown Time,David Lynch
100,5ZXRhTGBDIKbs5TfGAF7rp,0,1,Black Bubblegum,Eric Copeland
101,6WgGWYw6XXQyLTsWt7tXky,0,1,Graceland,Paul Simon
102,4fgozd2V5146mxH5GQnBxw,0,1,Modern Guilt,Beck
103,7G84Q2FcA43cjLeWBSIedv,0,1,Narrow Stairs,Death Cab for Cutie
104,1kl5vXLLEUzfw5njcaCXw5,0,1,Life Is People,Bill Fay
105,57LeRxzyWb8XdnLYE7uVN3,0,1,The Strangest Things,Longwave
106,66dYofRoxuZUUI6xLfHZ2s,0,1,Sweetheart Of The Rodeo,The Byrds
107,1ZU20Ak8ThStPkhk2pLB0f,0,1,Dogs,Nina Nastasia
108,5iawHcgRuKL5HMRbigdvWC,0,1,Searching For The Young Soul Rebels,Dexys Midnight Runners
109,3MRnE3IJN7ob0PxmUQOWPW,0,1,Carried To Dust,Calexico
110,62no0PA0Imn38BUoOVkN9L,0,1,Palo Santo,Shearwater
111,29Un6yw0xJMUTerZYMNe9S,0,1,Be Brave,The Strange Boys
112,4N1QLmiKs561upowBuc518,0,1,Back To Light,Bomb The Bass
113,1lxupciAiL2BCz0mhMKFHH,0,1,Abendrot,You Blew It!
114,5gMei0Y2NJHWx0sg3R3qv3,0,1,Await Barbarians,Alexis Taylor
115,3PpTsdpZmaLUh6RvViu9G7,0,1,Odelay,Beck
116,1aqybETDuX91AM4DVA5TNU,0,1,Great Big Flamingo Burning Moon,The Wave Pictures
117,3PZCovpmYrOZWqxpXmLDNx,0,1,ARVO PÄRT,Arvo Pärt
118,6qTdfDzHZc1KseJG8gEthS,0,1,Beaucoup Fish,Underworld
119,2BisQmGXCkwdTA2akHBbYk,0,1,Dixie,Avail
120,1ndYiyvp5qRfmDaiJf2jKs,0,1,Off the Record,Karl Bartos
121,1ofMLjpy6bhkxpOcD5y436,0,1,This Is The Modern World,The Jam
122,3M0DVx8XsGamfWt2AGs4Cq,0,1,Bells For The South Side,Roscoe Mitchell
123,7Azc15uqpeAvjm0NnOomuQ,0,1,As Far as I Can See,The Zombies
124,4RuC6ktJ0PBmieliqlHm2A,0,1,Weezer,Weezer
125,4SJ7rAnbaGtIAwPxATIJ16,0,1,Tower In the Fountain of Sparks,Airport 5
126,3zLiP9jev0FHszsZapQMu6,0,1,Alex Bleeker and The Freaks,Alex Bleeker & The Freaks
127,7Ltyngy35wUkPKjLev6mHN,0,1,Glider,The Sight Below
128,5ys8UMsRluSYXobvpDz9CV,0,1,Memory Drawings,The Drift
129,2OhCpDN0eHRIIgBjRilrKc,0,1,Compassion,Lust For Youth
130,0bFEqVy4QMADE0cJL1njTL,0,1,Ulual yyy,Islaja
131,4tCf15W7qHi3jE0PdljddW,0,1,The La's,The La's
132,1Vmdh3ybBnkJN6uBgD0xlo,0,1,Faith,The Cure
133,2rYVEYrJ38kIzneo2QisQk,0,1,To Rococo Rot,To Rococo Rot
134,7BnUE62FYHaTPsQKTJYZDO,0,1,The Raven,Lou Reed
135,4VGxYejHRi9Ghm21iEfBrr,0,1,If You Leave It Alone,The Wave Pictures
136,7qkSRSzwWMUUtBcjpMMijx,0,1,Rats! Sing! Sing!,GoGoGo Airheart
137,3ngcrybWz1fUixAjS1ggl3,0,1,Portrait with Firewood,Djrum
138,7tWx2oRcvpaXVDfvjtgr77,0,1,Let Go,Nada Surf
139,5wTuKjG1mxNJORaGY4Qw5F,0,1,Crimes,The Blood Brothers
140,5RJ8TZt1tCycXGOsWENxpL,0,1,Alpinisms,School Of Seven Bells
141,7nxvSCGX5BqyTxBxmhNtog,0,1,Instant Alpha,Feadz
142,6dc4NpCuuR6BxKeu6Mkrvp,0,1,Home for Orphans,Reigning Sound
143,324z1gQk1oYNOOSUY5xV4I,0,1,Murdering Oscar (And Other Love Songs),Patterson Hood
144,3vZEoCk68vhrxph8G2psG5,0,1,Amigo Row,Matt Suggs
145,2fEZ0XvLzVlJwptD4gSacu,0,1,Universal Beings,Makaya McCraven
146,4U0Lzc4eXRWOx5ZSyxXaVC,0,1,Casino,Tape
147,0zofRFFCYFPfuVyckVbI7i,0,1,Homesongs,Adem
148,5Bp1EX2ypdFnJ5IUyiRl8w,0,1,Sonder Son,Brent Faiyaz
149,0SDLAAGQmK8DWxkX0s9OGE,0,1,Elaenia,Floating Points
150,5iDNqRncNguhFpsZiTZEBy,0,1,The Word as Power,Lustmord
151,4oMjjXHKFgaGiguS8dNCVu,0,1,Exitheuxa,GoGoGo Airheart
152,6tR5Kg1s8OT9zrrr0ZWNaR,0,1,The Sun & the Neon Light,Booka Shade
153,21sAaqPuqZpymLBaAahxXi,0,1,Fortune,Damon & Naomi
154,2kwr6ZKGklqvN8VDuZ1uBM,0,1,OFF!,OFF!
155,2gEa66XoiiRGD95tgo3kfh,0,1,Elements of Light,Pantha Du Prince & The Bell Laboratory
156,5Ng6rfK7YU60Rr9mIUPzPx,0,1,The Return of Dr. Octagon,Dr. Octagon
157,3NLppzZYJXk48NX2izubVW,0,1,Oh No,Jessy Lanza
158,64PqoX4BwsfDVEBeYqDnb8,0,1,Odd Blood,Yeasayer
159,34gtlpZbu4XYDZKtU5hqxF,0,1,The lilac time,Pelle Carlberg
160,5xYZZk3w1qqSUPokXTQvLr,0,1,Another Life,Amnesia Scanner
161,1RNG7e9NNqxuc2Grtcc6nS,0,1,A New Testament,Christopher Owens
162,1Hep51NbgwbPeyjt2X7hEj,0,1,Longing,Bell Witch
163,7u4xuxQ8JqwrPESYTxrWp9,0,1,Gala Mill,The Drones
164,4l3IxlNPRmI4kFFa537o2Y,0,1,100 Lovers,DeVotchKa
165,4haiH991rZFahFzVXb8n0j,0,1,The Complete Recorded Works,Blind Willie McTell
166,0BsLjJfuf4EhIcfO5iM1wG,0,1,Trout Steel,Mike Cooper
167,0Q5aZeaWqDr61TKipsTKus,0,1,Apocalypso,The Presets
168,3i8QvhKyRoIQmkyACiHsye,0,1,Citrus,Asobi Seksu
169,625D7Framo0tCKlhdLKoE4,0,1,The Evil One,Roky Erickson
170,1rlGDm1KQJfDyT5v1U8Xk5,0,1,Rubber Factory,The Black Keys
171,6XpD4GhQq4olgxxgX6BXdv,0,1,Luxury Problems,Andy Stott
172,38DsSWYWUlI77g3KdFLb5e,0,1,Omns,Lichens
173,06ym9G5UIFLKX8CO73y8J8,0,1,Crawling up the Stairs,Pure X
174,1JSanboctECdzwkzLTbys0,0,1,No Peace,Trash Talk
175,0tNsfX2tIiv5hekFSfMG8K,0,1,Two Way Monologue,Sondre Lerche
176,1gvt3hwbJCYl22PTInKihu,0,1,They Ate Themselves,The Robot Ate Me
177,6gCpOKN7YjQWfZdXf3DKYu,0,1,Romaplasm,Baths
178,5SsRbS2oH16nf4Uqr43v7t,0,1,No Word From Tom,Hem
179,56LtTJnIBlgf4obkP13Skz,0,1,Pinkerton - Deluxe Edition,Weezer
180,0rbZ9v3XeRpraGoy6ByetV,0,1,Eveningland,Hem
181,7qJaVqhgiBtPLb9MOzwmZA,0,1,The Richest Man In Babylon,Thievery Corporation
182,15GocbF7ybkkPP03YXtLqv,0,1,Devotion,Tirzah
183,2XbBUB6ldVPrQZyh9Syn48,0,1,Subtitulo,Josh Rouse
184,1f8UM82zkRXTLy7qGp4lJF,0,1,A ghost is born,Wilco
185,1Lwwojt5cmZyJJO4dx4ovU,0,1,Leave Luck to Heaven,Matthew Dear
186,7kojbnrtnSyTiksZFCWUGI,0,1,Emptyset,Emptyset
187,7jJ38lcsDBtgQmzIEwyQ8o,0,1,"My Brother the Wind, Vol. 1",Sun Ra & His Arkestra
188,3imEMy0mctDqX9qAlvHOmq,0,1,The Body Lovers / The Body Haters,The Body Lovers
189,6fhYr5zgUgJFOlu6qFPgBJ,0,1,The Clearing,Rachel Grimes
190,7d9R5yx2cq5nSuzAG8Vd0m,0,1,The Interrupters,The Interrupters
191,5OR0BelqgawFD1C2CAH8H0,0,1,Sunlit Youth,Local Natives
192,3SV9GwM6bs5vQKcPw8PtIi,0,1,A Cosmic Rhythm With Each Stroke,Vijay Iyer
193,3RVfuZlcwsxggf7Aapvp0h,0,1,Between Two Worlds,Danny Paul Grody
194,0dLnnm4PjeyqM4CoHqo6DI,0,1,"Audio, Video, Disco.",Justice
195,1yb2ob8cbnvMrqKgMnegAJ,0,1,Ratworld,Menace Beach
196,79GUiFCxK2bSmp5C3Q2FQZ,0,1,La Liberación,CSS
197,4KqbcN4ZLsoJfubx8FB5mD,0,1,Lullaby For Liquid Pig,Lisa Germano
198,6ljTPjGb8hwaRT6HPJYbfb,0,1,The Inheritors,James Holden
199,1jkx6wrZ9y6eokRhLfldVj,0,1,Entities Inertias Faint Beings,David Toop
200,68dUtZWEOimsWIG1sOFisf,0,1,Baby Grand,The Love Language
201,5zkTfnruMTl1BTiLi4l2WE,0,1,Elevator,Hot Hot Heat
202,0S4KLEAVsqWYa2NdtrW22A,0,1,Clutching Stems,The Ladybug Transistor
203,7r8q1bbpeOAU0aCpXyn8mr,0,1,Fang Island,Fang Island
204,7ne7urIphw4b0lewThe6WJ,0,1,Vignetting The Compost,Bibio
205,2dqFJ6easO2CrFGtRLJPwK,0,1,Mulberry Violence,Trevor Powers
206,6Yiah6z7Z2eCUaa8AJlN7P,0,1,Close Calls With Brick Walls,Andrew W.K.
207,5Kox84UsFlTccF2Uku19yF,0,1,In The Grace Of Your Love,The Rapture
208,0WAw45j8qRBM0n02JXgYIE,0,1,Preparations & Interregnums,Prefuse 73
209,2Q18GxeAuLoAr6GLlwMeGR,0,1,Our Love To Admire,Interpol
210,09AkhNYWocEZWbeYl1YBf7,0,1,Con Todo El Mundo,Khruangbin
211,1Y0NDuUWQtjr2V1M4XFtRa,0,1,Thank Your Lucky Stars,Beach House
212,6ikRgitLXuaNJ75YY3zGUc,0,1,Far Side Virtual,James Ferraro
213,2tpHiwd2jLLVR4gi4G8YEI,0,1,Eighteen Hours of Static,Big Ups
214,1P0lIorhtRjAXByoOcymGA,0,1,Forcefield,Tokyo Police Club
215,3D9lWF6r92UhRESvgte65y,0,1,"LIFTED or The Story Is in the Soil, Keep Your Ear to the Ground",Bright Eyes
216,7taAuoHvZ4LJzEaB0OzuP3,0,1,"Bark Your Head Off, Dog",Hop Along
217,06skWdgUOWTvPPJfxwLLFM,0,1,Film Of Life,Tony Allen
218,0bVZZUftetJmkK0Ms8S6Z0,0,1,In Evening Air,Future Islands
219,6Gv1fOIDgnEfT0RnoUJ65Z,0,1,Rooty,Basement Jaxx
220,44qLhzMbe4ImCrOKStUQd6,0,1,Landscape,Landscape
221,0BIfaPumJOfdXP9B8nf3bW,0,1,Shock Of Being,Make Believe
222,0puYCje8tHQOQ6ebl3zszo,0,1,Otherness,Kindness
223,69jrxUSjHoEu6PeBMq3273,0,1,Master of My Make-Believe,Santigold
224,61WR0KS7E4RJV6JC2TZ8Gk,0,1,The Bird & the Rifle,Lori McKenna
225,6KW2vrTSy4qQpn0aF6zpps,0,1,Between the Bridges,Sloan
226,5SXStYnNtl7Orai16QeSS8,0,1,Revisionist,Sannhet
227,2WSHmuRp6TxNZWsP97F22K,0,1,Meltdown,Mind Spiders
228,1RBNZ07gYS9q39PyjXFuc4,0,1,Baba Yaga,Futurebirds
229,5ByOH8qy3dyoqKZKNXC8Ef,0,1,The Best Of The Solo Recordings 1990-1997,Robert Forster
230,3CoFoDt6zt5EKxmTpOX32b,0,1,Pure Comedy,Father John Misty
231,5HHP1ctEzugQvbPCKJiWkc,0,1,Ok Go,OK Go
232,5OoDylPvT78As7o5uwIDRX,0,1,Room 29,Chilly Gonzales
233,77Kl8kGShA8a6Fb7nmrVYM,0,1,From Here We Go Sublime,The Field
234,6jv5wBOJur74jABIuHqs46,0,1,Light Upon the Lake,Whitney
235,540VPSOuov7yJQmSF6ImDs,0,1,In the Sun Lines,Tara Jane O'Neil
236,4NNd9ntxZa7hz0IAemnKsY,0,1,Solarized,Ian Brown
237,7b4HiPG1g9Uqu6DZLZlwz8,0,1,Carboniferous,Zu
238,1RE8Ijr77cjGqXxV3GTRvd,0,1,Surrounded By Thieves,High On Fire
239,1YmJl4Cm06bArz3D560pzk,0,1,Broke with Expensive Taste,Azealia Banks
240,4q0fSbDqjOxFAUq3DuAxp7,0,1,Dancer Equired,Times New Viking
241,3q8xfhiEbmBjL4qKzJcUoo,0,1,Lost,Trentemøller
242,4SFQiqwCYrn7BvB47crF0e,0,1,"I Love You, Dude",Digitalism
243,4NIUGM2AxYylwdhjshZsPL,0,1,In Streams,Centaur
244,51TbN9tmRhnxLuxVaw4P5E,0,1,Them,Themselves
245,5mlb5TeUPrkuCHrCYWwSsl,0,1,Oceans Will Rise,The Stills
246,5mvjXE0GQ6qm9IsoUGykAE,0,1,Human Energy,Machinedrum
247,7og6dNIL6RG3WagvSRAEvr,0,1,Sultans of Sentiment,The Van Pelt
248,7IOBzvrlUtAupGxAICjE0v,0,1,Prins Thomas 2,Prins Thomas
249,6LLKdfVZUnUFFEvHUanjrp,0,1,Grievances,Kowloon Walled City
250,1RcXwVta0iW2gG5jcQMEXB,0,1,Sambassadeur,Sambassadeur
251,6lJTHgrPzchcowdriaWp6P,0,1,Hungry for Nothing,Fight Amp
252,6kF5VBAPLkpGl0l6zBCjvr,0,1,New Brigade,Iceage
253,0K605UoGCsyxEOYXK1Stte,0,1,Secrets Are Sinister,Longwave
254,6lFdI9cl8OD8Jv8Yw0jDp3,0,1,Venus Armata,Menace Ruine
255,7rVKXEQUIWq3bHIhpRR6Nd,0,1,Perfect World,Uniform
256,2xAkhEV5v9yyeV0E57W1uI,0,1,Teenager,The Thrills
257,69K1Pef7hoy91Q81F6WPey,0,1,Ryan Adams,Ryan Adams
258,3r3xMNOAv4zAlevfVhbWHX,0,1,Galactic Melt,Com Truise
259,0omgs7e9mtEzkCGN6xZBPd,0,1,City Boy,City Boy
260,4FC9qI04vobItNEKVeRh8Q,0,1,Clouds,Gaussian Curve
261,39tKCxMVoWf7QjscSspj6o,0,1,The Impossible Shapes,The Impossible Shapes
262,4D8A8M0NJjEdQhusawyeDz,0,1,Make Believe,Weezer
263,2mLIJwfgNPGjpuKaN7njPm,0,1,Easy Tiger,Ryan Adams
264,13V9Pj4iQM17svbtEwswLz,0,1,Echoes And Rhymes,The Primitives
265,4NWTE6ErU8OyfOrYMD2YyC,0,1,More Sad Hits,Damon & Naomi
266,4Un0tRvWIlK2di1nx6W1i4,0,1,Nice And Nicely Done,The Spinto Band
267,3ly9T2L4pqTZijFgQssd3x,0,1,Different Class,Pulp
268,6RzRjlvdLSDwkx8bMHyPLs,0,1,The Assassination of Jesse James By the Coward Robert Ford,Nick Cave
269,6cPoZUF1MLvQvXkfDGHwsf,0,1,Never Hungover Again,Joyce Manor
270,1pBzIU9raoxZTE2avFJ35a,0,1,Somewhere Else,Lydia Loveless
271,5EW4siQtMTT69ewsVUFbpC,0,1,Momofuku,Elvis Costello
272,7G8wW8AdtnK8MHIK18v3yn,0,1,Fuck Death,Blackout Beach
273,5Bc3HNq80A8iemymZpRi6Q,0,1,Rev,The Reverend Horton Heat
274,7xsXvgKprunDcitworWuUP,0,1,Demain est une autre nuit,Essaie Pas
275,1Wd5OBKhPGGHHVEhzX2e48,0,1,Four More Years,Teen Daze
276,7isYifHXAT7wbuxbJziBG3,0,1,Unhalfbricking,Fairport Convention
277,2t1IC3t3dXjK1wIlsEjCez,0,1,Infinite Worlds,Vagabon
278,3BjTuepyDZMgadhq2181u5,0,1,Same As It Never Was,The Herbaliser
279,3Ti2JanXEDoHgUswVCDfBY,0,1,Dies Iræ Xerox,DJ Richard
280,0kd91OEE1taOTom3w6kQZY,0,1,We Brave Bee Stings and All,Thao & The Get Down Stay Down
281,4qcAFceFp5fqOGsXyghHYK,0,1,13,Supersilent
282,0eQxZf2jZOPByOtJWiC3DJ,0,1,The Lost Riots,Hope Of The States
283,74F1qNRvgeJDw1U1mOTk6m,0,1,Mercy,Active Child
284,31Rc7c1kcE4uwzTSk5azwF,0,1,Sleepwalking Sailors,Helms Alee
285,6VsauIh4WzQlfHoGquzmKy,0,1,Hate,The Delgados
286,6DZNOsLXIU2zOQfQDwDpIS,0,1,Disintegration,The Cure
287,1Zt9PJAwvXFc0clQu3dZ5Y,0,1,Maldoror,Erik Friedlander
288,4DYnOfcfLFYSKO9JXS0Kqq,0,1,Uniola,Look Mexico
289,7j7M3dC45qmGAxLTq1UetV,0,1,Visible Cloaks,Visible Cloaks
290,6F17MbloTeRoXs7JI3lTHy,0,1,Real Gone,Tom Waits
291,1ATNd0MoRmVWg10ldBWzHH,0,1,Brand New Abyss,The Blow
292,0YnBu9LvyDOfPKbEMl8Cd4,0,1,Elysium,Pet Shop Boys
293,0tUJcqDuXHNkaPKLN0lQhT,0,1,Space Is Only Noise,Nicolas Jaar
294,7eT175vfdFSxKZsmpKLE7x,0,1,Gardens & Villa,Gardens & Villa
295,4EKVGx0MQQxHzJnDgRaPL8,0,1,Variations on A Theme,OM
296,15wXcbbfksa0FlJSuidFH1,0,1,Post Plague,Odonis Odonis
297,5MVoNAIcfhbvZKU1hXVijv,0,1,Total Loss,How To Dress Well
298,3bTZjlE2f0eA2T0fouhaC3,0,1,Ex Hex,Mary Timony
299,7vZT0sVs5iXnTGZBk43xbE,0,1,Light Asylum,Light Asylum
300,5p4ipR5IN6UKe4AK9sy2VU,0,1,Wonderland,Demdike Stare
301,0le9TO3kU69m6iWHTjNs9Y,0,1,Body Talk,Robyn
302,5txraYZhCIYVziCHHlz268,0,1,Jaakko Eino Kalevi,Jaakko Eino Kalevi
303,14um9vHDZsoNRn28ymg9DQ,0,1,Call The Comet,Johnny Marr
304,5zWSy5DPsNTixCYWQ0Jytq,0,1,Realistes,Comet Gain
305,1hBJqH7FVKktvLxoPct0Gh,0,1,Five,Circus Devils
306,6WoGSxLu1iHdOmnR6fR6kb,0,1,Through Donkey Jaw,Amen Dunes
307,2vSpnPX6DqMGFfiZgI4HD9,0,1,Psychic Lovers,Dinner
308,5hlcLAkhlCrV6j8NxEptXl,0,1,Lady's Bridge,Richard Hawley
309,4vawU4iwOCV4PkEZqRgAFl,0,1,Gem,U.S. Girls
310,0HIkf7pfkZ3IGmEYgcCXnO,0,1,Sad Songs for Dirty Lovers,The National
311,6qu5AFwuFTNt0iH6o02rlC,0,1,Beat Romantic,Talkdemonic
312,5FJTVcpDFYqlo7vjjHEA9V,0,1,Transatlanticism,Death Cab for Cutie
313,3dgYyYJAnYdLkW3M3gqoWj,0,1,Making Dens,Mystery Jets
314,4UGork004gzLGii5GV73iL,0,1,So Many Things,Eddy Current Suppression Ring
315,2fPGTGLDiIzvE7tpUP5llL,0,1,Feel Infinite,Jacques Greene
316,4fq1yLWPQFKppDpBD2EWaH,0,1,Black Devil Disco Club,Black Devil Disco Club
317,7q18n1Pnq7mx6satptDoJ3,0,1,The Fountain OST,Clint Mansell
318,5R55Zl4UYoI7FGDlFhdwuN,0,1,Native Speaker,Braids
319,56kRllysBnSHFgjuH7ij8D,0,1,Expedition to the hairier peaks,Mindflayer
320,5K2iwLVDEjF19yoW5MkRl6,0,1,Darker Days,Peter Bjorn and John
